Code commune;Libellé commune;Libellé région;Libellé typologie;Population municipale 2016
53208;Saint-Cyr-en-Pail;Pays de la Loire;Communes peu denses;488
53209;Saint-Cyr-le-Gravelais;Pays de la Loire;Communes peu denses;536
53210;Saint-Denis-d'Anjou;Pays de la Loire;Communes peu denses;1 557
53211;Saint-Denis-de-Gastines;Pays de la Loire;Communes peu denses;1 548
53212;Saint-Denis-du-Maine;Pays de la Loire;Communes peu denses;428
53213;Saint-Ellier-du-Maine;Pays de la Loire;Communes peu denses;524
53214;Saint-Erblon;Pays de la Loire;Communes peu denses;174
53216;Saint-Fraimbault-de-Prières;Pays de la Loire;Communes peu denses;1 001
53218;Sainte-Gemmes-le-Robert;Pays de la Loire;Communes peu denses;877
53219;Saint-Georges-Buttavent;Pays de la Loire;Communes peu denses;1 432
53220;Saint-Georges-le-Fléchard;Pays de la Loire;Communes peu denses;418
53221;Saint-Georges-sur-Erve;Pays de la Loire;Communes peu denses;382
53222;Saint-Germain-d'Anxure;Pays de la Loire;Communes peu denses;400
53223;Saint-Germain-de-Coulamer;Pays de la Loire;Communes très peu denses;362
53224;Saint-Germain-le-Fouilloux;Pays de la Loire;Communes peu denses;1 158
53225;Saint-Germain-le-Guillaume;Pays de la Loire;Communes peu denses;488
53226;Saint-Hilaire-du-Maine;Pays de la Loire;Communes peu denses;851
53228;Blandouet-Saint Jean;Pays de la Loire;Communes très peu denses;616
53229;Saint-Jean-sur-Mayenne;Pays de la Loire;Communes peu denses;1 653
53230;Saint-Julien-du-Terroux;Pays de la Loire;Communes très peu denses;238
53232;Saint-Léger;Pays de la Loire;Communes très peu denses;304
53233;Saint-Loup-du-Dorat;Pays de la Loire;Communes peu denses;376
53234;Saint-Loup-du-Gast;Pays de la Loire;Communes peu denses;362
53235;Sainte-Marie-du-Bois;Pays de la Loire;Communes très peu denses;212
53236;Saint-Mars-du-Désert;Pays de la Loire;Communes très peu denses;161
53237;Saint-Mars-sur-Colmont;Pays de la Loire;Communes peu denses;472
53238;Saint-Mars-sur-la-Futaie;Pays de la Loire;Communes peu denses;553
53239;Saint-Martin-de-Connée;Pays de la Loire;Communes peu denses;417
53240;Saint-Martin-du-Limet;Pays de la Loire;Communes peu denses;443
53242;Saint-Michel-de-la-Roë;Pays de la Loire;Communes très peu denses;263
53243;Saint-Ouën-des-Toits;Pays de la Loire;Communes peu denses;1 746
53245;Saint-Pierre-des-Landes;Pays de la Loire;Communes peu denses;942
53246;Saint-Pierre-des-Nids;Pays de la Loire;Communes peu denses;1 993
53247;Saint-Pierre-la-Cour;Pays de la Loire;Communes peu denses;2 153
53248;Saint-Pierre-sur-Erve;Pays de la Loire;Communes très peu denses;141
53249;Saint-Pierre-sur-Orthe;Pays de la Loire;Communes très peu denses;461
53250;Saint-Poix;Pays de la Loire;Communes peu denses;404
53251;Saint-Quentin-les-Anges;Pays de la Loire;Communes peu denses;420
53253;Saint-Saturnin-du-Limet;Pays de la Loire;Communes peu denses;508
53255;Sainte-Suzanne-et-Chammes;Pays de la Loire;Communes peu denses;1 314
53256;Saint-Thomas-de-Courceriers;Pays de la Loire;Communes très peu denses;191
53257;Saulges;Pays de la Loire;Communes très peu denses;313
53258;La Selle-Craonnaise;Pays de la Loire;Communes peu denses;956
53259;Senonnes;Pays de la Loire;Communes peu denses;349
53260;Simplé;Pays de la Loire;Communes peu denses;443
53261;Soucé;Pays de la Loire;Communes très peu denses;165
53262;Soulgé-sur-Ouette;Pays de la Loire;Communes peu denses;1 087
53263;Thuboeuf;Pays de la Loire;Communes très peu denses;292
53264;Thorigné-en-Charnie;Pays de la Loire;Communes très peu denses;196
53265;Torcé-Viviers-en-Charnie;Pays de la Loire;Communes peu denses;756
53266;Trans;Pays de la Loire;Communes très peu denses;235
53267;Vaiges;Pays de la Loire;Communes peu denses;1 160
53269;Vautorte;Pays de la Loire;Communes peu denses;592
53270;Vieuvy;Pays de la Loire;Communes très peu denses;127
53271;Villaines-la-Juhel;Pays de la Loire;Communes peu denses;2 855
53272;Villepail;Pays de la Loire;Communes très peu denses;173
53273;Villiers-Charlemagne;Pays de la Loire;Communes peu denses;1 135
53274;Vimarcé;Pays de la Loire;Communes très peu denses;240
53276;Voutré;Pays de la Loire;Communes peu denses;911
54001;Abaucourt;Grand Est;Communes peu denses;300
54002;Abbéville-lès-Conflans;Grand Est;Communes très peu denses;223
54003;Aboncourt;Grand Est;Communes très peu denses;102
54004;Affléville;Grand Est;Communes très peu denses;179
54005;Affracourt;Grand Est;Communes peu denses;110
54006;Agincourt;Grand Est;Communes peu denses;438
54007;Aingeray;Grand Est;Communes peu denses;554
54008;Allain;Grand Est;Communes peu denses;474
54009;Allamont;Grand Est;Communes très peu denses;158
54010;Allamps;Grand Est;Communes peu denses;516
54011;Allondrelle-la-Malmaison;Grand Est;Communes peu denses;644
54012;Amance;Grand Est;Communes peu denses;337
54013;Amenoncourt;Grand Est;Communes très peu denses;80
54014;Ancerviller;Grand Est;Communes très peu denses;276
54015;Anderny;Grand Est;Communes très peu denses;254
54016;Andilly;Grand Est;Communes très peu denses;284
54017;Angomont;Grand Est;Communes très peu denses;80
54018;Anoux;Grand Est;Communes peu denses;260
54019;Ansauville;Grand Est;Communes très peu denses;84
54020;Anthelupt;Grand Est;Communes peu denses;458
54021;Armaucourt;Grand Est;Communes très peu denses;219
54022;Arnaville;Grand Est;Communes de densité intermédiaire;564
54023;Arracourt;Grand Est;Communes très peu denses;247
54024;Arraye-et-Han;Grand Est;Communes peu denses;355
54025;Art-sur-Meurthe;Grand Est;Communes peu denses;1 403
54026;Athienville;Grand Est;Communes très peu denses;178
54027;Atton;Grand Est;Communes peu denses;813
54028;Auboué;Grand Est;Communes de densité intermédiaire;2 506
54029;Audun-le-Roman;Grand Est;Communes peu denses;2 462
54030;Autrepierre;Grand Est;Communes très peu denses;81
54031;Autreville-sur-Moselle;Grand Est;Communes peu denses;277
54032;Autrey;Grand Est;Communes peu denses;179
54033;Avillers;Grand Est;Communes très peu denses;121
54034;Avrainville;Grand Est;Communes très peu denses;221
54035;Avricourt;Grand Est;Communes peu denses;385
54036;Avril;Grand Est;Communes peu denses;1 118
54037;Azelot;Grand Est;Communes peu denses;423
54038;Azerailles;Grand Est;Communes peu denses;782
54039;Baccarat;Grand Est;Communes peu denses;4 435
54040;Badonviller;Grand Est;Communes peu denses;1 554
54041;Bagneux;Grand Est;Communes très peu denses;160
54042;Bainville-aux-Miroirs;Grand Est;Communes peu denses;320
54043;Bainville-sur-Madon;Grand Est;Communes de densité intermédiaire;1 400
54044;Barbas;Grand Est;Communes très peu denses;189
54045;Barbonville;Grand Est;Communes peu denses;439
54046;Barisey-au-Plain;Grand Est;Communes peu denses;400
54047;Barisey-la-Côte;Grand Est;Communes très peu denses;223
54048;Les Baroches;Grand Est;Communes peu denses;354
54049;Baslieux;Grand Est;Communes peu denses;603
54050;Bathelémont;Grand Est;Communes très peu denses;64
54051;Batilly;Grand Est;Communes peu denses;1 261
54052;Battigny;Grand Est;Communes très peu denses;137
54053;Bauzemont;Grand Est;Communes très peu denses;152
54054;Bayon;Grand Est;Communes peu denses;1 602
54055;Bayonville-sur-Mad;Grand Est;Communes peu denses;302
54056;Bazailles;Grand Est;Communes peu denses;141
54057;Beaumont;Grand Est;Communes très peu denses;71
54058;Béchamps;Grand Est;Communes très peu denses;86
54059;Belleau;Grand Est;Communes très peu denses;741
54060;Belleville;Grand Est;Communes peu denses;1 432
54061;Bénaménil;Grand Est;Communes peu denses;580
54062;Benney;Grand Est;Communes peu denses;644
54063;Bernécourt;Grand Est;Communes très peu denses;183
54064;Bertrambois;Grand Est;Communes peu denses;317
54065;Bertrichamps;Grand Est;Communes peu denses;1 091
54066;Bettainvillers;Grand Est;Communes peu denses;374
54067;Beuveille;Grand Est;Communes peu denses;766
54068;Beuvezin;Grand Est;Communes très peu denses;97
54069;Beuvillers;Grand Est;Communes peu denses;411
54070;Bey-sur-Seille;Grand Est;Communes peu denses;165
54071;Bezange-la-Grande;Grand Est;Communes très peu denses;160
54072;Bezaumont;Grand Est;Communes peu denses;257
54073;Bicqueley;Grand Est;Communes peu denses;894
54074;Bienville-la-Petite;Grand Est;Communes très peu denses;33
54075;Bionville;Grand Est;Communes très peu denses;117
54076;Blainville-sur-l'Eau;Grand Est;Communes de densité intermédiaire;3 985
54077;Blâmont;Grand Est;Communes peu denses;1 081
54078;Blémerey;Grand Est;Communes très peu denses;68
54079;Blénod-lès-Pont-à-Mousson;Grand Est;Communes de densité intermédiaire;4 603
54080;Blénod-lès-Toul;Grand Est;Communes peu denses;1 095
54081;Boismont;Grand Est;Communes peu denses;411
54082;Boncourt;Grand Est;Communes très peu denses;182
54083;Bonviller;Grand Est;Communes très peu denses;185
54084;Mont-Bonvillers;Grand Est;Communes peu denses;949
54085;Borville;Grand Est;Communes très peu denses;102
54086;Boucq;Grand Est;Communes peu denses;357
54087;Bouillonville;Grand Est;Communes très peu denses;151
54088;Bouvron;Grand Est;Communes très peu denses;247
54089;Bouxières-aux-Chênes;Grand Est;Communes peu denses;1 423
54090;Bouxières-aux-Dames;Grand Est;Communes de densité intermédiaire;4 223
54091;Bouxières-sous-Froidmont;Grand Est;Communes peu denses;350
54092;Bouzanville;Grand Est;Communes très peu denses;62
54093;Brainville;Grand Est;Communes très peu denses;156
54094;Bralleville;Grand Est;Communes très peu denses;175
54095;Bratte;Grand Est;Communes très peu denses;43
54096;Bréhain-la-Ville;Grand Est;Communes peu denses;383
54097;Bréménil;Grand Est;Communes très peu denses;109
54098;Brémoncourt;Grand Est;Communes très peu denses;165
54099;Val de Briey;Grand Est;Communes de densité intermédiaire;8 358
54100;Brin-sur-Seille;Grand Est;Communes peu denses;792
54101;Brouville;Grand Est;Communes très peu denses;132
54102;Bruley;Grand Est;Communes peu denses;616
54103;Bruville;Grand Est;Communes très peu denses;225
54104;Buissoncourt;Grand Est;Communes très peu denses;269
54105;Bulligny;Grand Est;Communes peu denses;516
54106;Bures;Grand Est;Communes très peu denses;63
54107;Buriville;Grand Est;Communes très peu denses;73
54108;Burthecourt-aux-Chênes;Grand Est;Communes très peu denses;105
54109;Ceintrey;Grand Est;Communes peu denses;920
54110;Cerville;Grand Est;Communes peu denses;571
54111;Chaligny;Grand Est;Communes de densité intermédiaire;2 868
54112;Chambley-Bussières;Grand Est;Communes peu denses;690
54113;Champenoux;Grand Est;Communes peu denses;1 361
54114;Champey-sur-Moselle;Grand Est;Communes peu denses;349
54115;Champigneulles;Grand Est;Communes de densité intermédiaire;6 781
54116;Chanteheux;Grand Est;Communes de densité intermédiaire;2 128
54117;Chaouilley;Grand Est;Communes très peu denses;114
54118;Charency-Vezin;Grand Est;Communes peu denses;634
54119;Charey;Grand Est;Communes très peu denses;79
54120;Charmes-la-Côte;Grand Est;Communes peu denses;339
54121;Charmois;Grand Est;Communes peu denses;188
54122;Chaudeney-sur-Moselle;Grand Est;Communes peu denses;704
54123;Chavigny;Grand Est;Communes de densité intermédiaire;1 895
54124;Chazelles-sur-Albe;Grand Est;Communes très peu denses;38
54125;Chenevières;Grand Est;Communes peu denses;498
54126;Chenicourt;Grand Est;Communes très peu denses;228
54127;Chenières;Grand Est;Communes de densité intermédiaire;634
54128;Choloy-Ménillot;Grand Est;Communes peu denses;726
54129;Cirey-sur-Vezouze;Grand Est;Communes peu denses;1 661
54130;Clayeures;Grand Est;Communes très peu denses;190
54131;Clémery;Grand Est;Communes peu denses;497
54132;Clérey-sur-Brenon;Grand Est;Communes très peu denses;70
54133;Coincourt;Grand Est;Communes très peu denses;133
54134;Colmey;Grand Est;Communes très peu denses;254
54135;Colombey-les-Belles;Grand Est;Communes peu denses;1 464
54136;Conflans-en-Jarnisy;Grand Est;Communes de densité intermédiaire;2 358
54137;Cons-la-Grandville;Grand Est;Communes peu denses;527
54138;Cosnes-et-Romain;Grand Est;Communes de densité intermédiaire;2 665
54139;Courbesseaux;Grand Est;Communes peu denses;334
54140;Courcelles;Grand Est;Communes très peu denses;103
54141;Coyviller;Grand Est;Communes très peu denses;142
54142;Crantenoy;Grand Est;Communes très peu denses;148
54143;Crépey;Grand Est;Communes peu denses;392
54144;Crévéchamps;Grand Est;Communes peu denses;393
54145;Crévic;Grand Est;Communes peu denses;901
54146;Crézilles;Grand Est;Communes très peu denses;276
54147;Crion;Grand Est;Communes très peu denses;92
54148;Croismare;Grand Est;Communes peu denses;631
54149;Crusnes;Grand Est;Communes peu denses;1 574
54150;Custines;Grand Est;Communes peu denses;3 004
54151;Cutry;Grand Est;Communes de densité intermédiaire;1 028
54152;Damelevières;Grand Est;Communes de densité intermédiaire;3 176
54153;Dampvitoux;Grand Est;Communes très peu denses;59
54154;Deneuvre;Grand Est;Communes peu denses;532
54155;Deuxville;Grand Est;Communes peu denses;429
54156;Diarville;Grand Est;Communes peu denses;529
54157;Dieulouard;Grand Est;Communes peu denses;4 757
54158;Dolcourt;Grand Est;Communes très peu denses;127
54159;Dombasle-sur-Meurthe;Grand Est;Communes de densité intermédiaire;9 781
54160;Domèvre-en-Haye;Grand Est;Communes peu denses;376
54161;Domèvre-sur-Vezouze;Grand Est;Communes très peu denses;289
54162;Domgermain;Grand Est;Communes peu denses;1 198
54163;Domjevin;Grand Est;Communes très peu denses;254
54164;Dommarie-Eulmont;Grand Est;Communes très peu denses;85
54165;Dommartemont;Grand Est;Communes densément peuplées;594
54166;Dommartin-la-Chaussée;Grand Est;Communes très peu denses;36
54167;Dommartin-lès-Toul;Grand Est;Communes de densité intermédiaire;2 007
54168;Dommartin-sous-Amance;Grand Est;Communes peu denses;271
54169;Domprix;Grand Est;Communes très peu denses;84
54170;Domptail-en-l'Air;Grand Est;Communes très peu denses;71
54171;Doncourt-lès-Conflans;Grand Est;Communes peu denses;1 198
54172;Doncourt-lès-Longuyon;Grand Est;Communes très peu denses;303
54173;Drouville;Grand Est;Communes très peu denses;204
54174;Écrouves;Grand Est;Communes de densité intermédiaire;4 375
54175;Einvaux;Grand Est;Communes peu denses;352
54176;Einville-au-Jard;Grand Est;Communes peu denses;1 216
54177;Emberménil;Grand Est;Communes très peu denses;262
54178;Épiez-sur-Chiers;Grand Est;Communes peu denses;182
54179;Éply;Grand Est;Communes peu denses;303
54180;Erbéviller-sur-Amezule;Grand Est;Communes très peu denses;77
54181;Errouville;Grand Est;Communes peu denses;743
54182;Essey-et-Maizerais;Grand Est;Communes peu denses;380
54183;Essey-la-Côte;Grand Est;Communes très peu denses;82
54184;Essey-lès-Nancy;Grand Est;Communes densément peuplées;8 704
54185;Étreval;Grand Est;Communes très peu denses;62
54186;Eulmont;Grand Est;Communes de densité intermédiaire;1 044
54187;Euvezin;Grand Est;Communes très peu denses;108
54188;Faulx;Grand Est;Communes peu denses;1 332
54189;Favières;Grand Est;Communes peu denses;596
54190;Fécocourt;Grand Est;Communes très peu denses;107
54191;Fenneviller;Grand Est;Communes peu denses;92
54192;Ferrières;Grand Est;Communes peu denses;300
54193;Fey-en-Haye;Grand Est;Communes très peu denses;79
54194;Fillières;Grand Est;Communes peu denses;509
54195;Flainval;Grand Est;Communes très peu denses;204
54196;Flavigny-sur-Moselle;Grand Est;Communes peu denses;1 733
54197;Fléville-devant-Nancy;Grand Est;Communes de densité intermédiaire;2 288
54198;Fléville-Lixières;Grand Est;Communes très peu denses;311
54199;Flin;Grand Est;Communes peu denses;376
54200;Flirey;Grand Est;Communes très peu denses;149
54201;Fontenoy-la-Joûte;Grand Est;Communes peu denses;307
54202;Fontenoy-sur-Moselle;Grand Est;Communes peu denses;372
54203;Forcelles-Saint-Gorgon;Grand Est;Communes très peu denses;151
54204;Forcelles-sous-Gugney;Grand Est;Communes très peu denses;94
54205;Foug;Grand Est;Communes peu denses;2 688
54206;Fraimbois;Grand Est;Communes peu denses;386
54207;Fraisnes-en-Saintois;Grand Est;Communes très peu denses;106
54208;Francheville;Grand Est;Communes très peu denses;279
54209;Franconville;Grand Est;Communes très peu denses;81
54210;Fréménil;Grand Est;Communes très peu denses;223
54211;Frémonville;Grand Est;Communes très peu denses;186
54212;Fresnois-la-Montagne;Grand Est;Communes peu denses;410
54213;Friauville;Grand Est;Communes peu denses;367
54214;Frolois;Grand Est;Communes peu denses;708
54215;Frouard;Grand Est;Communes de densité intermédiaire;6 566
54216;Froville;Grand Est;Communes très peu denses;123
54217;Gélacourt;Grand Est;Communes très peu denses;168
54218;Gélaucourt;Grand Est;Communes très peu denses;66
54219;Gellenoncourt;Grand Est;Communes très peu denses;76
54220;Gémonville;Grand Est;Communes très peu denses;73
54221;Gerbécourt-et-Haplemont;Grand Est;Communes très peu denses;226
54222;Gerbéviller;Grand Est;Communes peu denses;1 349
54223;Germiny;Grand Est;Communes très peu denses;208
54224;Germonville;Grand Est;Communes très peu denses;118
54225;Gézoncourt;Grand Est;Communes très peu denses;176
54226;Gibeaumeix;Grand Est;Communes très peu denses;165
54227;Giraumont;Grand Est;Communes peu denses;1 346
54228;Giriviller;Grand Est;Communes très peu denses;71
54229;Glonville;Grand Est;Communes peu denses;353
54230;Gogney;Grand Est;Communes très peu denses;47
54231;Gondrecourt-Aix;Grand Est;Communes très peu denses;178
54232;Gondreville;Grand Est;Communes peu denses;2 823
54233;Gondrexon;Grand Est;Communes très peu denses;40
54234;Gorcy;Grand Est;Communes peu denses;2 710
54235;Goviller;Grand Est;Communes peu denses;427
54236;Grand-Failly;Grand Est;Communes très peu denses;320
54237;Grimonviller;Grand Est;Communes très peu denses;91
54238;Gripport;Grand Est;Communes très peu denses;293
54239;Griscourt;Grand Est;Communes peu denses;129
54240;Grosrouvres;Grand Est;Communes très peu denses;63
54241;Gugney;Grand Est;Communes très peu denses;75
54242;Gye;Grand Est;Communes très peu denses;238
54243;Hablainville;Grand Est;Communes très peu denses;222
54244;Hagéville;Grand Est;Communes très peu denses;114
54245;Haigneville;Grand Est;Communes très peu denses;56
54246;Halloville;Grand Est;Communes très peu denses;73
54247;Hammeville;Grand Est;Communes très peu denses;176
54248;Hamonville;Grand Est;Communes très peu denses;93
54249;Hannonville-Suzémont;Grand Est;Communes très peu denses;262
54250;Haraucourt;Grand Est;Communes peu denses;724
54251;Harbouey;Grand Est;Communes très peu denses;116
54252;Haroué;Grand Est;Communes peu denses;512
54253;Hatrize;Grand Est;Communes peu denses;770
54254;Haucourt-Moulaine;Grand Est;Communes de densité intermédiaire;3 165
54255;Haudonville;Grand Est;Communes peu denses;88
54256;Haussonville;Grand Est;Communes très peu denses;303
54257;Heillecourt;Grand Est;Communes de densité intermédiaire;5 569
54258;Hénaménil;Grand Est;Communes très peu denses;150
54259;Herbéviller;Grand Est;Communes très peu denses;235
54260;Hériménil;Grand Est;Communes peu denses;960
54261;Herserange;Grand Est;Communes de densité intermédiaire;4 368
54262;Hoéville;Grand Est;Communes très peu denses;199
54263;Homécourt;Grand Est;Communes de densité intermédiaire;6 167
54264;Houdelmont;Grand Est;Communes très peu denses;218
54265;Houdemont;Grand Est;Communes de densité intermédiaire;2 144
54266;Houdreville;Grand Est;Communes peu denses;440
54268;Housséville;Grand Est;Communes peu denses;166
54269;Hudiviller;Grand Est;Communes peu denses;352
54270;Hussigny-Godbrange;Grand Est;Communes peu denses;3 511
54271;Igney;Grand Est;Communes peu denses;126
54272;Jaillon;Grand Est;Communes peu denses;472
54273;Jarny;Grand Est;Communes de densité intermédiaire;8 295
54274;Jarville-la-Malgrange;Grand Est;Communes densément peuplées;9 233
54275;Jaulny;Grand Est;Communes peu denses;211
54276;Jeandelaincourt;Grand Est;Communes peu denses;802
54277;Jeandelize;Grand Est;Communes peu denses;373
54278;Jevoncourt;Grand Est;Communes très peu denses;99
54279;Jezainville;Grand Est;Communes de densité intermédiaire;949
54280;Joeuf;Grand Est;Communes de densité intermédiaire;6 497
54281;Jolivet;Grand Est;Communes de densité intermédiaire;905
54282;Joppécourt;Grand Est;Communes très peu denses;158
54283;Jouaville;Grand Est;Communes peu denses;304
54284;Joudreville;Grand Est;Communes peu denses;1 165
54285;Juvrecourt;Grand Est;Communes très peu denses;61
54286;Labry;Grand Est;Communes de densité intermédiaire;1 550
54287;Lachapelle;Grand Est;Communes peu denses;269
54288;Lagney;Grand Est;Communes peu denses;504
54289;Laître-sous-Amance;Grand Est;Communes peu denses;412
54290;Laix;Grand Est;Communes très peu denses;204
54291;Laloeuf;Grand Est;Communes très peu denses;292
54292;Lamath;Grand Est;Communes peu denses;200
54293;Landécourt;Grand Est;Communes très peu denses;92
54294;Landremont;Grand Est;Communes très peu denses;146
54295;Landres;Grand Est;Communes peu denses;977
54296;Laneuvelotte;Grand Est;Communes peu denses;442
54297;Laneuveville-aux-Bois;Grand Est;Communes peu denses;316
54298;Laneuveville-derrière-Foug;Grand Est;Communes très peu denses;147
54299;Laneuveville-devant-Bayon;Grand Est;Communes très peu denses;225
54300;Laneuveville-devant-Nancy;Grand Est;Communes densément peuplées;6 544
54301;Lanfroicourt;Grand Est;Communes peu denses;130
54302;Lantéfontaine;Grand Est;Communes peu denses;760
54303;Laronxe;Grand Est;Communes peu denses;373
54304;Laxou;Grand Est;Communes densément peuplées;14 321
54305;Lay-Saint-Christophe;Grand Est;Communes de densité intermédiaire;2 468
54306;Lay-Saint-Remy;Grand Est;Communes peu denses;356
54307;Lebeuville;Grand Est;Communes très peu denses;175
54308;Leintrey;Grand Est;Communes très peu denses;139
54309;Lemainville;Grand Est;Communes peu denses;372
54310;Leménil-Mitry;Grand Est;Communes très peu denses;3
54311;Lenoncourt;Grand Est;Communes peu denses;594
54312;Lesménils;Grand Est;Communes peu denses;497
54313;Létricourt;Grand Est;Communes très peu denses;242
54314;Lexy;Grand Est;Communes de densité intermédiaire;3 607
54315;Leyr;Grand Est;Communes peu denses;925
54316;Limey-Remenauville;Grand Est;Communes très peu denses;277
54317;Lironville;Grand Est;Communes très peu denses;128
54318;Liverdun;Grand Est;Communes de densité intermédiaire;6 043
54320;Loisy;Grand Est;Communes peu denses;326
54321;Longlaville;Grand Est;Communes de densité intermédiaire;2 489
54322;Longuyon;Grand Est;Communes peu denses;5 386
54323;Longwy;Grand Est;Communes de densité intermédiaire;14 722
54324;Lorey;Grand Est;Communes très peu denses;107
54325;Loromontzey;Grand Est;Communes très peu denses;88
54326;Lubey;Grand Est;Communes très peu denses;231
54327;Lucey;Grand Est;Communes peu denses;623
54328;Ludres;Grand Est;Communes de densité intermédiaire;6 298
54329;Lunéville;Grand Est;Communes de densité intermédiaire;18 566
54330;Lupcourt;Grand Est;Communes peu denses;458
54331;Magnières;Grand Est;Communes peu denses;290
54332;Maidières;Grand Est;Communes de densité intermédiaire;1 535
54333;Mailly-sur-Seille;Grand Est;Communes très peu denses;246
54334;Mairy-Mainville;Grand Est;Communes très peu denses;567
54335;Maixe;Grand Est;Communes peu denses;413
54336;Maizières;Grand Est;Communes peu denses;980
54337;Malavillers;Grand Est;Communes très peu denses;136
54338;Malleloy;Grand Est;Communes peu denses;981
54339;Malzéville;Grand Est;Communes densément peuplées;7 969
54340;Mamey;Grand Est;Communes peu denses;340
54343;Mandres-aux-Quatre-Tours;Grand Est;Communes très peu denses;183
54344;Mangonville;Grand Est;Communes peu denses;231
54345;Manoncourt-en-Vermois;Grand Est;Communes peu denses;340
54346;Manoncourt-en-Woëvre;Grand Est;Communes très peu denses;243
54348;Manonville;Grand Est;Communes très peu denses;242
54349;Manonviller;Grand Est;Communes très peu denses;167
54350;Marainviller;Grand Est;Communes peu denses;672
54351;Marbache;Grand Est;Communes peu denses;1 714
54352;Maron;Grand Est;Communes peu denses;839
54353;Mars-la-Tour;Grand Est;Communes peu denses;963
54354;Marthemont;Grand Est;Communes très peu denses;42
54355;Martincourt;Grand Est;Communes très peu denses;97
54356;Mattexey;Grand Est;Communes très peu denses;66
54357;Maxéville;Grand Est;Communes densément peuplées;9 889
54358;Mazerulles;Grand Est;Communes très peu denses;269
54359;Méhoncourt;Grand Est;Communes très peu denses;237
54360;Ménil-la-Tour;Grand Est;Communes peu denses;339
54362;Mercy-le-Bas;Grand Est;Communes peu denses;1 274
54363;Mercy-le-Haut;Grand Est;Communes très peu denses;274
54364;Méréville;Grand Est;Communes de densité intermédiaire;1 373
54365;Merviller;Grand Est;Communes très peu denses;343
54366;Messein;Grand Est;Communes de densité intermédiaire;1 873
54367;Mexy;Grand Est;Communes de densité intermédiaire;2 251
54368;Mignéville;Grand Est;Communes très peu denses;193
54369;Millery;Grand Est;Communes peu denses;624
54370;Minorville;Grand Est;Communes très peu denses;235
54371;Moineville;Grand Est;Communes peu denses;1 085
54372;Moivrons;Grand Est;Communes peu denses;489
54373;Moncel-lès-Lunéville;Grand Est;Communes de densité intermédiaire;630
54374;Moncel-sur-Seille;Grand Est;Communes peu denses;527
54375;Montauville;Grand Est;Communes de densité intermédiaire;1 069
54376;Montenoy;Grand Est;Communes peu denses;416
54377;Montigny;Grand Est;Communes peu denses;149
54378;Montigny-sur-Chiers;Grand Est;Communes peu denses;491
54379;Mont-l'Étroit;Grand Est;Communes très peu denses;89
54380;Mont-le-Vignoble;Grand Est;Communes peu denses;422
54381;Montreux;Grand Est;Communes très peu denses;65
54382;Mont-Saint-Martin;Grand Est;Communes de densité intermédiaire;8 602
54383;Mont-sur-Meurthe;Grand Est;Communes peu denses;1 113
54385;Morfontaine;Grand Est;Communes peu denses;1 095
54386;Moriviller;Grand Est;Communes très peu denses;94
54387;Morville-sur-Seille;Grand Est;Communes très peu denses;148
54388;Mouacourt;Grand Est;Communes très peu denses;71
54389;Mouaville;Grand Est;Communes très peu denses;98
54390;Mousson;Grand Est;Communes peu denses;106
54391;Moutiers;Grand Est;Communes de densité intermédiaire;1 569
54392;Moutrot;Grand Est;Communes peu denses;298
54393;Moyen;Grand Est;Communes peu denses;551
54394;Murville;Grand Est;Communes peu denses;245
54395;Nancy;Grand Est;Communes densément peuplées;104 592
54396;Neufmaisons;Grand Est;Communes très peu denses;233
54397;Neuves-Maisons;Grand Est;Communes de densité intermédiaire;6 820
54398;Neuviller-lès-Badonviller;Grand Est;Communes très peu denses;92
54399;Neuviller-sur-Moselle;Grand Est;Communes très peu denses;225
54400;Nomeny;Grand Est;Communes peu denses;1 192
54401;Nonhigny;Grand Est;Communes très peu denses;126
54402;Norroy-le-Sec;Grand Est;Communes peu denses;419
54403;Norroy-lès-Pont-à-Mousson;Grand Est;Communes peu denses;1 215
54404;Noviant-aux-Prés;Grand Est;Communes très peu denses;262
54405;Ochey;Grand Est;Communes peu denses;519
54406;Ogéviller;Grand Est;Communes peu denses;285
54407;Ognéville;Grand Est;Communes très peu denses;102
54408;Olley;Grand Est;Communes très peu denses;247
54409;Omelmont;Grand Est;Communes peu denses;187
54410;Onville;Grand Est;Communes peu denses;535
54411;Ormes-et-Ville;Grand Est;Communes très peu denses;231
54412;Othe;Grand Est;Communes très peu denses;32
54413;Ozerailles;Grand Est;Communes très peu denses;148
54414;Pagney-derrière-Barine;Grand Est;Communes de densité intermédiaire;634
54415;Pagny-sur-Moselle;Grand Est;Communes peu denses;4 158
54416;Pannes;Grand Est;Communes très peu denses;171
54417;Parey-Saint-Césaire;Grand Est;Communes très peu denses;244
54418;Parroy;Grand Est;Communes très peu denses;164
54419;Parux;Grand Est;Communes très peu denses;70
54420;Petit-Failly;Grand Est;Communes très peu denses;86
54421;Petitmont;Grand Est;Communes peu denses;322
54422;Pettonville;Grand Est;Communes très peu denses;66
54423;Pexonne;Grand Est;Communes peu denses;369
54424;Phlin;Grand Est;Communes très peu denses;41
54425;Piennes;Grand Est;Communes peu denses;2 477
54426;Pierre-la-Treiche;Grand Est;Communes peu denses;500
54427;Pierre-Percée;Grand Est;Communes peu denses;90
54428;Pierrepont;Grand Est;Communes peu denses;870
54429;Pierreville;Grand Est;Communes peu denses;311
