Code commune;Libellé commune;Libellé région;Libellé typologie;Population municipale 2016
17262;Nieul-lès-Saintes;Nouvelle-Aquitaine;Communes peu denses;1 221
17263;Nieul-le-Virouil;Nouvelle-Aquitaine;Communes peu denses;580
17264;Nieul-sur-Mer;Nouvelle-Aquitaine;Communes de densité intermédiaire;5 767
17265;Nieulle-sur-Seudre;Nouvelle-Aquitaine;Communes peu denses;1 236
17266;Les Nouillers;Nouvelle-Aquitaine;Communes peu denses;684
17267;Nuaillé-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;1 143
17268;Nuaillé-sur-Boutonne;Nouvelle-Aquitaine;Communes peu denses;204
17269;Orignolles;Nouvelle-Aquitaine;Communes peu denses;664
17270;Ozillac;Nouvelle-Aquitaine;Communes peu denses;630
17271;Paillé;Nouvelle-Aquitaine;Communes très peu denses;316
17273;Pérignac;Nouvelle-Aquitaine;Communes peu denses;1 008
17274;Périgny;Nouvelle-Aquitaine;Communes densément peuplées;8 281
17275;Pessines;Nouvelle-Aquitaine;Communes peu denses;745
17276;Le Pin;Nouvelle-Aquitaine;Communes peu denses;83
17277;Essouvert;Nouvelle-Aquitaine;Communes très peu denses;1 170
17278;Pisany;Nouvelle-Aquitaine;Communes peu denses;733
17279;Plassac;Nouvelle-Aquitaine;Communes peu denses;605
17280;Plassay;Nouvelle-Aquitaine;Communes très peu denses;716
17281;Polignac;Nouvelle-Aquitaine;Communes très peu denses;176
17282;Pommiers-Moulons;Nouvelle-Aquitaine;Communes peu denses;202
17283;Pons;Nouvelle-Aquitaine;Communes peu denses;4 152
17284;Pont-l'Abbé-d'Arnoult;Nouvelle-Aquitaine;Communes peu denses;1 814
17285;Port-d'Envaux;Nouvelle-Aquitaine;Communes peu denses;1 159
17286;Les Portes-en-Ré;Nouvelle-Aquitaine;Communes peu denses;612
17287;Pouillac;Nouvelle-Aquitaine;Communes peu denses;249
17288;Poursay-Garnaud;Nouvelle-Aquitaine;Communes peu denses;317
17289;Préguillac;Nouvelle-Aquitaine;Communes peu denses;458
17290;Prignac;Nouvelle-Aquitaine;Communes peu denses;299
17291;Puilboreau;Nouvelle-Aquitaine;Communes densément peuplées;5 993
17292;Puy-du-Lac;Nouvelle-Aquitaine;Communes peu denses;478
17293;Puyravault;Nouvelle-Aquitaine;Communes peu denses;662
17294;Puyrolland;Nouvelle-Aquitaine;Communes très peu denses;198
17295;Réaux sur Trèfle;Nouvelle-Aquitaine;Communes peu denses;830
17296;Rétaud;Nouvelle-Aquitaine;Communes peu denses;1 073
17297;Rivedoux-Plage;Nouvelle-Aquitaine;Communes peu denses;2 285
17298;Rioux;Nouvelle-Aquitaine;Communes peu denses;942
17299;Rochefort;Nouvelle-Aquitaine;Communes de densité intermédiaire;24 047
17300;La Rochelle;Nouvelle-Aquitaine;Communes densément peuplées;75 736
17301;Romazières;Nouvelle-Aquitaine;Communes très peu denses;71
17302;Romegoux;Nouvelle-Aquitaine;Communes peu denses;614
17303;La Ronde;Nouvelle-Aquitaine;Communes peu denses;1 055
17304;Rouffiac;Nouvelle-Aquitaine;Communes peu denses;449
17305;Rouffignac;Nouvelle-Aquitaine;Communes peu denses;433
17306;Royan;Nouvelle-Aquitaine;Communes de densité intermédiaire;18 372
17307;Sablonceaux;Nouvelle-Aquitaine;Communes peu denses;1 412
17308;Saint-Agnant;Nouvelle-Aquitaine;Communes peu denses;2 673
17309;Saint-Aigulin;Nouvelle-Aquitaine;Communes peu denses;1 898
17310;Saint-André-de-Lidon;Nouvelle-Aquitaine;Communes peu denses;1 104
17311;Saint-Augustin;Nouvelle-Aquitaine;Communes peu denses;1 342
17312;Saint-Bonnet-sur-Gironde;Nouvelle-Aquitaine;Communes peu denses;820
17313;Saint-Bris-des-Bois;Nouvelle-Aquitaine;Communes peu denses;391
17314;Saint-Césaire;Nouvelle-Aquitaine;Communes peu denses;878
17315;Saint-Christophe;Nouvelle-Aquitaine;Communes peu denses;1 364
17316;Saint-Ciers-Champagne;Nouvelle-Aquitaine;Communes peu denses;416
17317;Saint-Ciers-du-Taillon;Nouvelle-Aquitaine;Communes très peu denses;552
17318;Saint-Clément-des-Baleines;Nouvelle-Aquitaine;Communes peu denses;628
17319;Sainte-Colombe;Nouvelle-Aquitaine;Communes peu denses;112
17320;Saint-Coutant-le-Grand;Nouvelle-Aquitaine;Communes très peu denses;416
17321;Saint-Crépin;Nouvelle-Aquitaine;Communes très peu denses;342
17322;Saint-Cyr-du-Doret;Nouvelle-Aquitaine;Communes peu denses;637
17323;Saint-Denis-d'Oléron;Nouvelle-Aquitaine;Communes peu denses;1 349
17324;Saint-Dizant-du-Bois;Nouvelle-Aquitaine;Communes très peu denses;113
17325;Saint-Dizant-du-Gua;Nouvelle-Aquitaine;Communes peu denses;530
17326;Saint-Eugène;Nouvelle-Aquitaine;Communes très peu denses;278
17327;Saint-Félix;Nouvelle-Aquitaine;Communes très peu denses;300
17328;Saint-Fort-sur-Gironde;Nouvelle-Aquitaine;Communes peu denses;913
17329;Saint-Froult;Nouvelle-Aquitaine;Communes peu denses;340
17330;Sainte-Gemme;Nouvelle-Aquitaine;Communes peu denses;1 307
17331;Saint-Genis-de-Saintonge;Nouvelle-Aquitaine;Communes peu denses;1 233
17332;Saint-Georges-Antignac;Nouvelle-Aquitaine;Communes peu denses;380
17333;Saint-Georges-de-Didonne;Nouvelle-Aquitaine;Communes de densité intermédiaire;5 356
17334;Saint-Georges-de-Longuepierre;Nouvelle-Aquitaine;Communes très peu denses;233
17335;Saint-Georges-des-Agoûts;Nouvelle-Aquitaine;Communes peu denses;285
17336;Saint-Georges-des-Coteaux;Nouvelle-Aquitaine;Communes peu denses;2 677
17337;Saint-Georges-d'Oléron;Nouvelle-Aquitaine;Communes peu denses;3 700
17338;Saint-Georges-du-Bois;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 764
17339;Saint-Germain-de-Lusignan;Nouvelle-Aquitaine;Communes peu denses;1 300
17340;Saint-Pierre-La-Noue;Nouvelle-Aquitaine;Communes peu denses;1 593
17341;Saint-Germain-de-Vibrac;Nouvelle-Aquitaine;Communes peu denses;193
17342;Saint-Germain-du-Seudre;Nouvelle-Aquitaine;Communes peu denses;432
17343;Saint-Grégoire-d'Ardennes;Nouvelle-Aquitaine;Communes peu denses;153
17344;Saint-Hilaire-de-Villefranche;Nouvelle-Aquitaine;Communes peu denses;1 308
17345;Saint-Hilaire-du-Bois;Nouvelle-Aquitaine;Communes très peu denses;330
17346;Saint-Hippolyte;Nouvelle-Aquitaine;Communes peu denses;1 402
17347;Saint-Jean-d'Angély;Nouvelle-Aquitaine;Communes de densité intermédiaire;7 066
17348;Saint-Jean-d'Angle;Nouvelle-Aquitaine;Communes peu denses;690
17349;Saint-Jean-de-Liversay;Nouvelle-Aquitaine;Communes peu denses;2 830
17350;Saint-Julien-de-l'Escap;Nouvelle-Aquitaine;Communes peu denses;901
17351;Saint-Just-Luzac;Nouvelle-Aquitaine;Communes peu denses;1 981
17353;Saint-Laurent-de-la-Prée;Nouvelle-Aquitaine;Communes peu denses;2 083
17354;Saint-Léger;Nouvelle-Aquitaine;Communes peu denses;628
17355;Sainte-Lheurine;Nouvelle-Aquitaine;Communes peu denses;519
17356;Saint-Loup;Nouvelle-Aquitaine;Communes très peu denses;311
17357;Saint-Maigrin;Nouvelle-Aquitaine;Communes peu denses;541
17358;Saint-Mandé-sur-Brédoire;Nouvelle-Aquitaine;Communes très peu denses;308
17359;Saint-Mard;Nouvelle-Aquitaine;Communes peu denses;1 204
17360;Sainte-Marie-de-Ré;Nouvelle-Aquitaine;Communes peu denses;3 373
17361;Saint-Martial;Nouvelle-Aquitaine;Communes très peu denses;119
17362;Saint-Martial-de-Mirambeau;Nouvelle-Aquitaine;Communes très peu denses;257
17363;Saint-Martial-de-Vitaterne;Nouvelle-Aquitaine;Communes peu denses;550
17364;Saint-Martial-sur-Né;Nouvelle-Aquitaine;Communes peu denses;450
17365;Saint-Martin-d'Ary;Nouvelle-Aquitaine;Communes peu denses;475
17366;Saint-Martin-de-Coux;Nouvelle-Aquitaine;Communes peu denses;457
17367;Saint-Martin-de-Juillers;Nouvelle-Aquitaine;Communes très peu denses;157
17369;Saint-Martin-de-Ré;Nouvelle-Aquitaine;Communes peu denses;2 288
17372;Saint-Médard;Nouvelle-Aquitaine;Communes très peu denses;74
17373;Saint-Médard-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;2 232
17374;Sainte-Même;Nouvelle-Aquitaine;Communes peu denses;246
17375;Saint-Nazaire-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;1 181
17376;Saint-Ouen-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;1 639
17377;Saint-Ouen-la-Thène;Nouvelle-Aquitaine;Communes très peu denses;108
17378;Saint-Palais-de-Négrignac;Nouvelle-Aquitaine;Communes très peu denses;436
17379;Saint-Palais-de-Phiolin;Nouvelle-Aquitaine;Communes très peu denses;209
17380;Saint-Palais-sur-Mer;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 889
17381;Saint-Pardoult;Nouvelle-Aquitaine;Communes peu denses;237
17382;Saint-Pierre-d'Amilly;Nouvelle-Aquitaine;Communes peu denses;524
17383;Saint-Pierre-de-Juillers;Nouvelle-Aquitaine;Communes très peu denses;371
17384;Saint-Pierre-de-l'Isle;Nouvelle-Aquitaine;Communes peu denses;266
17385;Saint-Pierre-d'Oléron;Nouvelle-Aquitaine;Communes peu denses;6 762
17386;Saint-Pierre-du-Palais;Nouvelle-Aquitaine;Communes peu denses;373
17387;Saint-Porchaire;Nouvelle-Aquitaine;Communes peu denses;1 856
17388;Saint-Quantin-de-Rançanne;Nouvelle-Aquitaine;Communes très peu denses;279
17389;Sainte-Radegonde;Nouvelle-Aquitaine;Communes peu denses;580
17390;Sainte-Ramée;Nouvelle-Aquitaine;Communes peu denses;123
17391;Saint-Rogatien;Nouvelle-Aquitaine;Communes de densité intermédiaire;2 187
17393;Saint-Romain-de-Benet;Nouvelle-Aquitaine;Communes peu denses;1 701
17394;Saint-Saturnin-du-Bois;Nouvelle-Aquitaine;Communes peu denses;873
17395;Saint-Sauvant;Nouvelle-Aquitaine;Communes peu denses;489
17396;Saint-Sauveur-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;1 692
17397;Saint-Savinien;Nouvelle-Aquitaine;Communes peu denses;2 425
17398;Saint-Seurin-de-Palenne;Nouvelle-Aquitaine;Communes très peu denses;166
17400;Saint-Sever-de-Saintonge;Nouvelle-Aquitaine;Communes peu denses;617
17401;Saint-Séverin-sur-Boutonne;Nouvelle-Aquitaine;Communes très peu denses;102
17402;Saint-Sigismond-de-Clermont;Nouvelle-Aquitaine;Communes très peu denses;162
17403;Saint-Simon-de-Bordes;Nouvelle-Aquitaine;Communes très peu denses;728
17404;Saint-Simon-de-Pellouaille;Nouvelle-Aquitaine;Communes peu denses;653
17405;Saint-Sorlin-de-Conac;Nouvelle-Aquitaine;Communes peu denses;200
17406;Saint-Sornin;Nouvelle-Aquitaine;Communes très peu denses;374
17407;Sainte-Soulle;Nouvelle-Aquitaine;Communes de densité intermédiaire;4 401
17408;Saint-Sulpice-d'Arnoult;Nouvelle-Aquitaine;Communes peu denses;841
17409;Saint-Sulpice-de-Royan;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 159
17410;Saint-Thomas-de-Conac;Nouvelle-Aquitaine;Communes peu denses;551
17411;Saint-Trojan-les-Bains;Nouvelle-Aquitaine;Communes peu denses;1 323
17412;Saint-Vaize;Nouvelle-Aquitaine;Communes peu denses;642
17413;Saint-Vivien;Nouvelle-Aquitaine;Communes peu denses;1 252
17414;Saint-Xandre;Nouvelle-Aquitaine;Communes de densité intermédiaire;4 718
17415;Saintes;Nouvelle-Aquitaine;Communes de densité intermédiaire;25 355
17416;Saleignes;Nouvelle-Aquitaine;Communes très peu denses;61
17417;Salignac-de-Mirambeau;Nouvelle-Aquitaine;Communes très peu denses;164
17418;Salignac-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;606
17420;Salles-sur-Mer;Nouvelle-Aquitaine;Communes peu denses;2 103
17421;Saujon;Nouvelle-Aquitaine;Communes de densité intermédiaire;7 183
17422;Seigné;Nouvelle-Aquitaine;Communes très peu denses;77
17423;Semillac;Nouvelle-Aquitaine;Communes très peu denses;70
17424;Semoussac;Nouvelle-Aquitaine;Communes peu denses;343
17425;Semussac;Nouvelle-Aquitaine;Communes peu denses;2 335
17426;Le Seure;Nouvelle-Aquitaine;Communes très peu denses;252
17427;Siecq;Nouvelle-Aquitaine;Communes très peu denses;215
17428;Sonnac;Nouvelle-Aquitaine;Communes peu denses;516
17429;Soubise;Nouvelle-Aquitaine;Communes peu denses;2 966
17430;Soubran;Nouvelle-Aquitaine;Communes peu denses;382
17431;Soulignonne;Nouvelle-Aquitaine;Communes peu denses;716
17432;Souméras;Nouvelle-Aquitaine;Communes peu denses;365
17433;Sousmoulins;Nouvelle-Aquitaine;Communes peu denses;221
17434;Surgères;Nouvelle-Aquitaine;Communes de densité intermédiaire;6 820
17435;Taillant;Nouvelle-Aquitaine;Communes très peu denses;184
17436;Taillebourg;Nouvelle-Aquitaine;Communes peu denses;737
17437;Talmont-sur-Gironde;Nouvelle-Aquitaine;Communes peu denses;102
17438;Tanzac;Nouvelle-Aquitaine;Communes très peu denses;316
17439;Taugon;Nouvelle-Aquitaine;Communes peu denses;795
17440;Ternant;Nouvelle-Aquitaine;Communes de densité intermédiaire;376
17441;Tesson;Nouvelle-Aquitaine;Communes peu denses;1 045
17442;Thaims;Nouvelle-Aquitaine;Communes peu denses;382
17443;Thairé;Nouvelle-Aquitaine;Communes peu denses;1 675
17444;Thénac;Nouvelle-Aquitaine;Communes peu denses;1 688
17445;Thézac;Nouvelle-Aquitaine;Communes très peu denses;326
17446;Thors;Nouvelle-Aquitaine;Communes peu denses;458
17447;Le Thou;Nouvelle-Aquitaine;Communes peu denses;1 876
17448;Tonnay-Boutonne;Nouvelle-Aquitaine;Communes peu denses;1 159
17449;Tonnay-Charente;Nouvelle-Aquitaine;Communes de densité intermédiaire;7 990
17450;Torxé;Nouvelle-Aquitaine;Communes très peu denses;205
17451;Les Touches-de-Périgny;Nouvelle-Aquitaine;Communes peu denses;576
17452;La Tremblade;Nouvelle-Aquitaine;Communes de densité intermédiaire;4 489
17453;Trizay;Nouvelle-Aquitaine;Communes peu denses;1 480
17454;Tugéras-Saint-Maurice;Nouvelle-Aquitaine;Communes très peu denses;370
17455;La Vallée;Nouvelle-Aquitaine;Communes peu denses;681
17457;La Devise;Nouvelle-Aquitaine;Communes peu denses;1 092
17458;Vanzac;Nouvelle-Aquitaine;Communes peu denses;149
17459;Varaize;Nouvelle-Aquitaine;Communes peu denses;559
17460;Varzay;Nouvelle-Aquitaine;Communes peu denses;807
17461;Vaux-sur-Mer;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 783
17462;Vénérand;Nouvelle-Aquitaine;Communes peu denses;761
17463;Vergeroux;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 198
17464;Vergné;Nouvelle-Aquitaine;Communes très peu denses;141
17465;La Vergne;Nouvelle-Aquitaine;Communes peu denses;589
17466;Vérines;Nouvelle-Aquitaine;Communes peu denses;2 220
17467;Vervant;Nouvelle-Aquitaine;Communes peu denses;239
17468;Vibrac;Nouvelle-Aquitaine;Communes très peu denses;153
17469;Villars-en-Pons;Nouvelle-Aquitaine;Communes peu denses;565
17470;Villars-les-Bois;Nouvelle-Aquitaine;Communes peu denses;256
17471;La Villedieu;Nouvelle-Aquitaine;Communes très peu denses;208
17472;Villedoux;Nouvelle-Aquitaine;Communes peu denses;2 240
17473;Villemorin;Nouvelle-Aquitaine;Communes très peu denses;87
17474;Villeneuve-la-Comtesse;Nouvelle-Aquitaine;Communes peu denses;740
17476;Villexavier;Nouvelle-Aquitaine;Communes très peu denses;271
17477;Villiers-Couture;Nouvelle-Aquitaine;Communes très peu denses;121
17478;Vinax;Nouvelle-Aquitaine;Communes très peu denses;63
17479;Virollet;Nouvelle-Aquitaine;Communes peu denses;262
17480;Virson;Nouvelle-Aquitaine;Communes peu denses;758
17481;Voissay;Nouvelle-Aquitaine;Communes très peu denses;157
17482;Vouhé;Nouvelle-Aquitaine;Communes peu denses;665
17483;Yves;Nouvelle-Aquitaine;Communes peu denses;1 475
17484;Port-des-Barques;Nouvelle-Aquitaine;Communes peu denses;1 788
17485;Le Grand-Village-Plage;Nouvelle-Aquitaine;Communes peu denses;1 048
17486;La Brée-les-Bains;Nouvelle-Aquitaine;Communes peu denses;698
18001;Achères;Centre-Val de Loire;Communes peu denses;379
18002;Ainay-le-Vieil;Centre-Val de Loire;Communes très peu denses;183
18003;Les Aix-d'Angillon;Centre-Val de Loire;Communes peu denses;1 926
18004;Allogny;Centre-Val de Loire;Communes peu denses;1 020
18005;Allouis;Centre-Val de Loire;Communes peu denses;1 074
18006;Annoix;Centre-Val de Loire;Communes très peu denses;231
18007;Apremont-sur-Allier;Centre-Val de Loire;Communes très peu denses;71
18008;Arçay;Centre-Val de Loire;Communes peu denses;515
18009;Arcomps;Centre-Val de Loire;Communes très peu denses;317
18010;Ardenais;Centre-Val de Loire;Communes très peu denses;204
18011;Argent-sur-Sauldre;Centre-Val de Loire;Communes peu denses;2 122
18012;Argenvières;Centre-Val de Loire;Communes peu denses;471
18013;Arpheuilles;Centre-Val de Loire;Communes très peu denses;294
18014;Assigny;Centre-Val de Loire;Communes très peu denses;157
18015;Aubigny-sur-Nère;Centre-Val de Loire;Communes peu denses;5 514
18016;Aubinges;Centre-Val de Loire;Communes très peu denses;375
18017;Augy-sur-Aubois;Centre-Val de Loire;Communes très peu denses;291
18018;Avord;Centre-Val de Loire;Communes peu denses;2 606
18019;Azy;Centre-Val de Loire;Communes très peu denses;445
18020;Bannay;Centre-Val de Loire;Communes peu denses;931
18021;Bannegon;Centre-Val de Loire;Communes très peu denses;266
18022;Barlieu;Centre-Val de Loire;Communes très peu denses;370
18023;Baugy;Centre-Val de Loire;Communes peu denses;1 725
18024;Beddes;Centre-Val de Loire;Communes très peu denses;90
18025;Beffes;Centre-Val de Loire;Communes peu denses;653
18026;Belleville-sur-Loire;Centre-Val de Loire;Communes peu denses;1 054
18027;Bengy-sur-Craon;Centre-Val de Loire;Communes peu denses;666
18028;Berry-Bouy;Centre-Val de Loire;Communes peu denses;1 187
18029;Bessais-le-Fromental;Centre-Val de Loire;Communes très peu denses;323
18030;Blancafort;Centre-Val de Loire;Communes peu denses;1 049
18031;Blet;Centre-Val de Loire;Communes peu denses;579
18032;Boulleret;Centre-Val de Loire;Communes peu denses;1 427
18033;Bourges;Centre-Val de Loire;Communes densément peuplées;65 555
18034;Bouzais;Centre-Val de Loire;Communes peu denses;318
18035;Brécy;Centre-Val de Loire;Communes peu denses;982
18036;Brinay;Centre-Val de Loire;Communes peu denses;526
18037;Brinon-sur-Sauldre;Centre-Val de Loire;Communes peu denses;993
18038;Bruère-Allichamps;Centre-Val de Loire;Communes peu denses;565
18039;Bué;Centre-Val de Loire;Communes peu denses;310
18040;Bussy;Centre-Val de Loire;Communes très peu denses;380
18041;La Celette;Centre-Val de Loire;Communes très peu denses;176
18042;La Celle;Centre-Val de Loire;Communes peu denses;350
18043;La Celle-Condé;Centre-Val de Loire;Communes très peu denses;205
18044;Cerbois;Centre-Val de Loire;Communes peu denses;433
18045;Chalivoy-Milon;Centre-Val de Loire;Communes peu denses;438
18046;Chambon;Centre-Val de Loire;Communes très peu denses;173
18047;La Chapelle-d'Angillon;Centre-Val de Loire;Communes peu denses;636
18048;La Chapelle-Hugon;Centre-Val de Loire;Communes peu denses;391
18049;La Chapelle-Montlinard;Centre-Val de Loire;Communes peu denses;478
18050;La Chapelle-Saint-Ursin;Centre-Val de Loire;Communes peu denses;3 475
18051;La Chapelotte;Centre-Val de Loire;Communes très peu denses;158
18052;Charenton-du-Cher;Centre-Val de Loire;Communes peu denses;1 063
18053;Charentonnay;Centre-Val de Loire;Communes très peu denses;287
18054;Charly;Centre-Val de Loire;Communes peu denses;251
18055;Chârost;Centre-Val de Loire;Communes peu denses;986
18056;Chassy;Centre-Val de Loire;Communes très peu denses;245
18057;Châteaumeillant;Centre-Val de Loire;Communes peu denses;1 856
18058;Châteauneuf-sur-Cher;Centre-Val de Loire;Communes peu denses;1 456
18059;Le Châtelet;Centre-Val de Loire;Communes peu denses;1 031
18060;Chaumont;Centre-Val de Loire;Communes très peu denses;54
18061;Chaumoux-Marcilly;Centre-Val de Loire;Communes très peu denses;97
18062;Le Chautay;Centre-Val de Loire;Communes très peu denses;305
18063;Chavannes;Centre-Val de Loire;Communes très peu denses;175
18064;Chéry;Centre-Val de Loire;Communes peu denses;211
18065;Chezal-Benoît;Centre-Val de Loire;Communes peu denses;835
18066;Civray;Centre-Val de Loire;Communes très peu denses;950
18067;Clémont;Centre-Val de Loire;Communes peu denses;724
18068;Cogny;Centre-Val de Loire;Communes très peu denses;37
18069;Colombiers;Centre-Val de Loire;Communes peu denses;407
18070;Concressault;Centre-Val de Loire;Communes très peu denses;205
18071;Contres;Centre-Val de Loire;Communes très peu denses;33
18072;Cornusse;Centre-Val de Loire;Communes très peu denses;270
18073;Corquoy;Centre-Val de Loire;Communes très peu denses;217
18074;Couargues;Centre-Val de Loire;Communes très peu denses;205
18075;Cours-les-Barres;Centre-Val de Loire;Communes peu denses;1 044
18076;Coust;Centre-Val de Loire;Communes très peu denses;448
18077;Couy;Centre-Val de Loire;Communes peu denses;351
18078;Crézançay-sur-Cher;Centre-Val de Loire;Communes très peu denses;55
18079;Crézancy-en-Sancerre;Centre-Val de Loire;Communes très peu denses;483
18080;Croisy;Centre-Val de Loire;Communes très peu denses;161
